"","fips","state_id","county","UnempRate","Population","PercBach","MinorityRate","cases","deaths"
"1101",21235,"KY","Whitley County, KY","High","Low","Low","Low",268268,2473
"1102",21237,"KY","Wolfe County, KY","High","Low","High","Low",15354,57
"1103",21239,"KY","Woodford County, KY","Low","Low","Low","Low",228712,2781
"1104",22001,"LA","Acadia Parish, LA","High","Low","Low","High",591296,19103
"1105",22003,"LA","Allen Parish, LA","High","Low","Low","High",303897,9401
"1106",22005,"LA","Ascension Parish, LA","High","Low","Low","High",806773,20920
"1107",22007,"LA","Assumption Parish, LA","High","Low","High","High",162010,4912
"1108",22009,"LA","Avoyelles Parish, LA","High","Low","High","High",290169,10148
"1109",22011,"LA","Beauregard Parish, LA","High","Low","Low","High",196162,6605
"1110",22013,"LA","Bienville Parish, LA","High","Low","Low","High",113903,7665
"1111",22015,"LA","Bossier Parish, LA","Low","Low","High","High",758771,21825
"1112",22017,"LA","Caddo Parish, LA","High","Low","Low","High",1912420,79609
"1113",22019,"LA","Calcasieu Parish, LA","High","Low","Low","High",1527394,38874
"1114",22021,"LA","Caldwell Parish, LA","High","Low","Low","High",74877,982
"1115",22023,"LA","Cameron Parish, LA","Low","Low","Low","Low",42089,316
"1116",22025,"LA","Catahoula Parish, LA","High","Low","High","High",89606,2229
"1117",22027,"LA","Claiborne Parish, LA","High","Low","High","High",99477,4519
"1118",22029,"LA","Concordia Parish, LA","High","Low","Low","High",116060,3335
"1119",22031,"LA","De Soto Parish, LA","High","Low","Low","High",195748,7322
"1120",22033,"LA","East Baton Rouge Parish, LA","High","Low","Low","High",3066400,94932
"1121",22035,"LA","East Carroll Parish, LA","High","Low","Low","High",121419,990
"1122",22037,"LA","East Feliciana Parish, LA","High","Low","Low","High",281367,13406
"1123",22039,"LA","Evangeline Parish, LA","High","Low","Low","High",250805,5420
"1124",22041,"LA","Franklin Parish, LA","High","Low","Low","High",249298,8064
"1125",22043,"LA","Grant Parish, LA","High","Low","High","High",104873,4639
"1126",22045,"LA","Iberia Parish, LA","High","Low","Low","High",567250,18554
"1127",22047,"LA","Iberville Parish, LA","High","Low","Low","High",320801,13397
"1128",22049,"LA","Jackson Parish, LA","Low","Low","Low","High",140010,5052
"1129",22051,"LA","Jefferson Parish, LA","High","Low","Low","High",4009167,138950
"1130",22053,"LA","Jefferson Davis Parish, LA","High","Low","Low","High",248333,7550
"1131",22055,"LA","Lafayette Parish, LA","High","Low","Low","High",1760552,24483
"1132",22057,"LA","Lafourche Parish, LA","High","Low","Low","High",736132,27105
"1133",22059,"LA","LaSalle Parish, LA","Low","Low","Low","Low",99230,1788
"1134",22061,"LA","Lincoln Parish, LA","Low","Low","High","High",289577,9113
"1135",22063,"LA","Livingston Parish, LA","High","Low","Low","Low",798387,15441
"1136",22065,"LA","Madison Parish, LA","High","Low","High","High",162281,1725
"1137",22067,"LA","Morehouse Parish, LA","High","Low","Low","High",171549,4571
"1138",22069,"LA","Natchitoches Parish, LA","High","Low","Low","High",253667,6192
"1139",22071,"LA","Orleans Parish, LA","High","Low","High","High",3007887,149250
"1140",22073,"LA","Ouachita Parish, LA","High","Low","Low","High",1369346,31657
"1141",22075,"LA","Plaquemines Parish, LA","High","Low","Low","High",163223,4854
"1142",22077,"LA","Pointe Coupee Parish, LA","High","Low","Low","High",207383,8922
"1143",22079,"LA","Rapides Parish, LA","Low","Low","Low","High",881679,28917
"1144",22081,"LA","Red River Parish, LA","Low","Low","High","High",72397,4211
"1145",22083,"LA","Richland Parish, LA","High","Low","High","High",170244,3096
"1146",22085,"LA","Sabine Parish, LA","Low","Low","Low","High",179155,2916
"1147",22087,"LA","St. Bernard Parish, LA","High","Low","Low","High",305519,7107
"1148",22089,"LA","St. Charles Parish, LA","High","Low","Low","High",405263,14568
"1149",22091,"LA","St. Helena Parish, LA","High","Low","Low","High",76373,628
"1150",22093,"LA","St. James Parish, LA","High","Low","Low","High",174479,8726
"1151",22095,"LA","St. John the Baptist Parish, LA","High","Low","Low","High",372847,25006
"1152",22097,"LA","St. Landry Parish, LA","High","Low","Low","High",668107,26283
"1153",22099,"LA","St. Martin Parish, LA","High","Low","High","High",419810,12312
"1154",22101,"LA","St. Mary Parish, LA","High","Low","Low","High",369217,15792
"1155",22103,"LA","St. Tammany Parish, LA","High","Low","Low","High",1507975,57613
"1156",22105,"LA","Tangipahoa Parish, LA","High","Low","Low","High",944784,22587
"1157",22107,"LA","Tensas Parish, LA","High","Low","Low","High",29078,298
"1158",22109,"LA","Terrebonne Parish, LA","High","Low","Low","High",716821,23704
"1159",22111,"LA","Union Parish, LA","High","Low","Low","High",206590,9392
"1160",22113,"LA","Vermilion Parish, LA","High","Low","High","High",367747,9885
"1161",22115,"LA","Vernon Parish, LA","High","Low","Low","High",197219,8508
"1162",22117,"LA","Washington Parish, LA","High","Low","Low","High",346003,14736
"1163",22119,"LA","Webster Parish, LA","High","Low","Low","High",265645,6427
"1164",22121,"LA","West Baton Rouge Parish, LA","High","Low","Low","High",188899,9442
"1165",22123,"LA","West Carroll Parish, LA","High","Low","Low","High",79212,2385
"1166",22125,"LA","West Feliciana Parish, LA","Low","Low","Low","High",129457,4667
"1167",22127,"LA","Winn Parish, LA","High","Low","Low","High",131812,3363
"1168",23001,"ME","Androscoggin County, ME","Low","Low","Low","Low",196745,2782
"1169",23003,"ME","Aroostook County, ME","Low","Low","Low","Low",18940,275
"1170",23005,"ME","Cumberland County, ME","Low","Low","High","Low",3667132,96150
"1171",23007,"ME","Franklin County, ME","Low","Low","Low","Low",10867139,218177
"1172",23009,"ME","Hancock County, ME","Low","Low","High","Low",1085616,34013
"1173",23011,"ME","Kennebec County, ME","Low","Low","Low","Low",92330,3038
"1174",23013,"ME","Knox County, ME","Low","Low","Low","Low",2982515,31708
"1175",23015,"ME","Lincoln County, ME","Low","Low","High","Low",2971136,39319
"1176",23017,"ME","Oxford County, ME","Low","Low","High","Low",43716,431
"1177",23019,"ME","Penobscot County, ME","Low","Low","High","Low",93508,1416
"1178",23021,"ME","Piscataquis County, ME","Low","Low","High","Low",4244,31
"1179",23023,"ME","Sagadahoc County, ME","Low","Low","High","Low",20799,14
"1180",23025,"ME","Somerset County, ME","Low","Low","High","Low",1898787,140579
"1181",23027,"ME","Waldo County, ME","Low","Low","Low","Low",28792,3706
"1182",23029,"ME","Washington County, ME","Low","Low","High","Low",10598749,179119
"1183",23031,"ME","York County, ME","Low","Low","Low","Low",3036569,55647
"1184",24001,"MD","Allegany County, MD","High","Low","Low","Low",340639,11927
"1185",24003,"MD","Anne Arundel County, MD","Low","Low","High","High",2368148,58834
"1186",24005,"MD","Baltimore County, MD","High","Low","High","High",4056706,140491
"1187",24009,"MD","Calvert County, MD","Low","Low","High","High",220672,6852
"1188",24011,"MD","Caroline County, MD","Low","Low","High","High",220762,2366
"1189",24013,"MD","Carroll County, MD","Low","Low","Low","Low",2260927,67235
"1190",24015,"MD","Cecil County, MD","Low","Low","High","Low",271682,8366
"1191",24017,"MD","Charles County, MD","Low","Low","High","High",637000,23137
"1192",24019,"MD","Dorchester County, MD","Low","Low","High","High",938609,16962
"1193",24021,"MD","Frederick County, MD","Low","Low","Low","High",1276986,34341
"1194",24023,"MD","Garrett County, MD","Low","Low","High","Low",56244,924
"1195",24025,"MD","Harford County, MD","Low","Low","High","High",728251,18317
"1196",24027,"MD","Howard County, MD","Low","Low","High","High",2013133,50224
"1197",24029,"MD","Kent County, MD","Low","Low","Low","High",4765378,105140
"1198",24031,"MD","Montgomery County, MD","Low","Low","High","High",17144036,540993
"1199",24033,"MD","Prince George's County, MD","High","Low","High","High",6830963,188883
"1200",24035,"MD","Queen Anne's County, MD","Low","Low","High","Low",145869,5471
"1201",24037,"MD","St. Mary's County, MD","Low","Low","High","High",302840,12532
"1202",24039,"MD","Somerset County, MD","High","Low","High","High",1898787,140579
"1203",24041,"MD","Talbot County, MD","Low","Low","High","High",148271,2378
"1204",24043,"MD","Washington County, MD","High","Low","High","High",10598749,179119
"1205",24045,"MD","Wicomico County, MD","High","Low","High","High",475241,11117
"1206",24047,"MD","Worcester County, MD","High","Low","High","High",4314146,260319
"1207",24510,"MD","Baltimore city, MD","High","Low","Low","High",3537899,106820
"1208",25001,"MA","Barnstable County, MA","High","Low","Low","Low",516916,39746
"1209",25003,"MA","Berkshire County, MA","High","Low","High","Low",233022,13802
"1210",25005,"MA","Bristol County, MA","High","Low","High","Low",3127177,167172
"1211",25007,"MA","Dukes County, MA","High","Low","High","Low",27782,56
"1212",25009,"MA","Essex County, MA","High","Low","High","Low",11820746,818080
"1213",25011,"MA","Franklin County, MA","High","Low","High","Low",10867139,218177
"1214",25013,"MA","Hampden County, MA","High","Low","High","High",2447214,186855
"1215",25015,"MA","Hampshire County, MA","High","Low","High","Low",399132,32812
"1216",25017,"MA","Middlesex County, MA","High","Low","High","High",13873646,889355
"1217",25019,"MA","Nantucket County/town, MA","High","Low","High","Low",34418,243
"1218",25021,"MA","Norfolk County, MA","High","Low","High","High",2957339,252637
"1219",25023,"MA","Plymouth County, MA","High","Low","High","High",2994363,186811
"1220",25025,"MA","Suffolk County, MA","High","Low","High","High",19228742,779018
"1221",25027,"MA","Worcester County, MA","High","Low","High","Low",4314146,260319
"1222",26001,"MI","Alcona County, MI","High","Low","High","Low",17740,676
"1223",26003,"MI","Alger County, MI","High","Low","High","Low",21280,122
"1224",26005,"MI","Allegan County, MI","High","Low","High","Low",339036,3159
"1225",26007,"MI","Alpena County, MI","High","Low","High","Low",64934,3386
"1226",26009,"MI","Antrim County, MI","High","Low","High","Low",33612,320
"1227",26011,"MI","Arenac County, MI","High","Low","Low","Low",34069,1342
"1228",26013,"MI","Baraga County, MI","High","Low","Low","High",30804,1121
"1229",26015,"MI","Barry County, MI","High","Low","High","Low",300225,3640
"1230",26017,"MI","Bay County, MI","High","Low","Low","Low",1509692,32622
"1231",26019,"MI","Benzie County, MI","High","Low","High","Low",32794,780
"1232",26021,"MI","Berrien County, MI","High","Low","Low","High",759992,21755
"1233",26023,"MI","Branch County, MI","High","Low","Low","Low",409691,8604
"1234",26025,"MI","Calhoun County, MI","High","Low","High","High",1886012,37917
"1235",26027,"MI","Cass County, MI","High","Low","Low","Low",2823030,38161
"1236",26029,"MI","Charlevoix County, MI","High","Low","High","Low",47681,844
"1237",26031,"MI","Cheboygan County, MI","High","Low","High","Low",40983,1549
"1238",26033,"MI","Chippewa County, MI","High","Low","Low","High",522163,4802
"1239",26035,"MI","Clare County, MI","High","Low","Low","Low",62845,2266
"1240",26037,"MI","Clinton County, MI","High","Low","Low","Low",1444383,27366
"1241",26039,"MI","Crawford County, MI","High","Low","High","Low",1524601,16985
"1242",26041,"MI","Delta County, MI","High","Low","Low","Low",266840,5874
"1243",26043,"MI","Dickinson County, MI","High","Low","Low","Low",326157,5568
"1244",26045,"MI","Eaton County, MI","High","Low","Low","Low",280051,4482
"1245",26047,"MI","Emmet County, MI","High","Low","High","Low",149461,4366
"1246",26049,"MI","Genesee County, MI","High","Low","Low","High",1728541,85267
"1247",26051,"MI","Gladwin County, MI","High","Low","Low","Low",59600,1133
"1248",26053,"MI","Gogebic County, MI","High","Low","High","Low",66673,1798
"1249",26055,"MI","Grand Traverse County, MI","High","Low","High","Low",169129,2859
"1250",26057,"MI","Gratiot County, MI","High","Low","High","Low",181451,4690
"1251",26059,"MI","Hillsdale County, MI","High","Low","Low","Low",152595,7398
"1252",26061,"MI","Houghton County, MI","High","Low","Low","Low",132142,1245
"1253",26063,"MI","Huron County, MI","High","Low","Low","Low",261550,4207
"1254",26065,"MI","Ingham County, MI","High","Low","High","High",907978,14033
"1255",26067,"MI","Ionia County, MI","High","Low","Low","Low",266536,2585
"1256",26069,"MI","Iosco County, MI","High","Low","Low","Low",73323,3880
"1257",26071,"MI","Iron County, MI","High","Low","High","Low",322894,4506
"1258",26073,"MI","Isabella County, MI","High","Low","Low","Low",215047,3474
"1259",26075,"MI","Jackson County, MI","High","Low","High","Low",5185892,90335
"1260",26077,"MI","Kalamazoo County, MI","High","Low","Low","High",913802,24716
"1261",26079,"MI","Kalkaska County, MI","High","Low","Low","Low",32139,1058
"1262",26081,"MI","Kent County, MI","High","Low","Low","High",4765378,105140
"1263",26083,"MI","Keweenaw County, MI","High","Low","High","Low",4638,91
"1264",26085,"MI","Lake County, MI","High","Low","Low","Low",10437532,247745
"1265",26087,"MI","Lapeer County, MI","High","Low","High","Low",311590,11853
"1266",26089,"MI","Leelanau County, MI","High","Low","Low","Low",36073,287
"1267",26091,"MI","Lenawee County, MI","High","Low","High","Low",433179,5059
"1268",26093,"MI","Livingston County, MI","High","Low","High","Low",878118,14638
"1269",26095,"MI","Luce County, MI","High","Low","Low","High",61769,9
"1270",26097,"MI","Mackinac County, MI","High","Low","Low","High",24671,45
"1271",26099,"MI","Macomb County, MI","High","Low","High","High",4363582,261345
"1272",26101,"MI","Manistee County, MI","High","Low","Low","Low",35097,691
"1273",26103,"MI","Marquette County, MI","High","Low","High","Low",355994,5279
"1274",26105,"MI","Mason County, MI","High","Low","Low","Low",318878,5045
"1275",26107,"MI","Mecosta County, MI","High","Low","High","Low",96237,1015
"1276",26109,"MI","Menominee County, MI","Low","Low","High","Low",158014,1495
"1277",26111,"MI","Midland County, MI","High","Low","Low","Low",1124145,20401
"1278",26113,"MI","Missaukee County, MI","High","Low","High","Low",25879,497
"1279",26115,"MI","Monroe County, MI","High","Low","Low","Low",5435794,166229
"1280",26117,"MI","Montcalm County, MI","High","Low","High","Low",168108,2606
"1281",26119,"MI","Montmorency County, MI","High","Low","Low","Low",12500,218
"1282",26121,"MI","Muskegon County, MI","High","Low","High","High",777058,21517
"1283",26123,"MI","Newaygo County, MI","High","Low","Low","Low",144148,1234
"1284",26125,"MI","Oakland County, MI","High","Low","Low","High",5762554,299977
"1285",26127,"MI","Oceana County, MI","High","Low","Low","Low",140881,2186
"1286",26129,"MI","Ogemaw County, MI","High","Low","Low","Low",42879,1490
"1287",26131,"MI","Ontonagon County, MI","High","Low","Low","Low",20166,672
"1288",26133,"MI","Osceola County, MI","High","Low","Low","Low",2564642,31446
"1289",26135,"MI","Oscoda County, MI","High","Low","High","Low",15790,639
"1290",26137,"MI","Otsego County, MI","High","Low","Low","Low",151165,4516
"1291",26139,"MI","Ottawa County, MI","High","Low","Low","Low",1553844,28277
"1292",26141,"MI","Presque Isle County, MI","High","Low","Low","Low",22148,317
"1293",26143,"MI","Roscommon County, MI","High","Low","Low","Low",49777,1303
"1294",26145,"MI","Saginaw County, MI","High","Low","Low","High",909530,39227
"1295",26147,"MI","St. Clair County, MI","High","Low","High","Low",2675125,67080
"1296",26149,"MI","St. Joseph County, MI","High","Low","High","Low",2083231,35815
"1297",26151,"MI","Sanilac County, MI","High","Low","Low","Low",71464,2837
"1298",26153,"MI","Schoolcraft County, MI","High","Low","Low","Low",13963,156
"1299",26155,"MI","Shiawassee County, MI","High","Low","Low","Low",192335,7900
"1300",26157,"MI","Tuscola County, MI","High","Low","Low","Low",171947,8885
"1301",26159,"MI","Van Buren County, MI","High","Low","Low","Low",370385,6488
"1302",26161,"MI","Washtenaw County, MI","Low","Low","Low","High",1223618,31660
"1303",26163,"MI","Wayne County, MI","High","Low","Low","High",12133399,793453
"1304",26165,"MI","Wexford County, MI","High","Low","Low","Low",52946,1462
"1305",27001,"MN","Aitkin County, MN","High","Low","Low","Low",52393,1503
